,댓글 작성자,댓글,좋아요 개수,하트 유/무
133,호국보훈,이태리에섴ㅋㅋㅋㅋㅋㅋ소트니코바랑 김연아비교대상이아니래ㅋㅋㅋㅋㅋㅈㄴ당연한말인데 진심담은빡침이느꺄짐,1.9천,없음
134,김서윤,그래도 전세계가 인정하고 분노한다는 것 자체가 김연아선수의 위엄을 보여준 것 같아 대단하네요 가치가 떨어진 메달따위 중요하지않아요 멋지십니다,0,없음
135,weter melon,자국 선수 냅두고 저런 해설하기 어려울텐데 멋있다ㄷㄷ,2,없음
136,im k,다른 사람 그것도 다른 나라의 전문가들이 저렇게 완벽하다고 할 정도인데 은메달을 받다니.. 김연아는 저거를 한 뒤에 얼마나 기쁘고 후련했을까 자기도 알텐데 자기가 세계최고의 무대를 보여줬다는 것을 근데 은메달을 받다니 얼마나 억울할꼬...,0,없음
137,mica,진짜 이날 클린한거 보고 금메달이다 했는데 분해서 며칠을 분노로 살았네 !!!,30,없음
138,성이름,저때 은메달 받고 침착해보려고 애쓰는 연아를 보고 너무 슬펏다 ㅠㅜ,3,없음
139,st. HooN,2013 파이널에서도 쇼트에서 기술적으로 문제없던 점프에 롱판정을 주는걸 보고 분위기를 읽었던 연아가 레미제라블이란 역대급 명 연기를 보여준다음 돋아난 소름에 비하면 당연한 점수인 148점을 연아가 입틀막하며 깜놀하는 이유는 예상했던 프리 점수보다 훨씬 높게 나와서라 생각합니다.,25,없음
140,나의이름은너야,이때 미국 유학중에 논문 쓰다가 경기 봤는데... 개빡쳐서 도서관에서 나도 모르게 소리지름.....(소리지른후 바로 주변에 사과함 ㅠㅠㅠ) 지금도 생각하면 빡쳐....,8,없음
141,Peach garden,"전세계가 기억하고 있고, 영원히 기록되고 회자될 사건임. 김연아 선수는 소치올림픽 금메달 입니다.",52,없음
142,어쩔티비,이미 금메달은 땄고 이후 4년간 준비했기 때문에 후회없이 경기한 연아님께 박수를,3,없음
143,Mars,"이태리 해설진의 저런 감동적인 해설.. 참 예술의 본고장 이태리인 답다!!  한국 해설자 보다 김연아에 더 열광하는 이태리해설자, 독일 등 구미 선진국 해설자들 아직도 인상깊다.",12,없음
144,하뿌콩,선이 예술~ 우아하고 기품있고 불모지 한국에서 어찌 연아같은선수가 나왔는지 자랑스럽네요 지금 많은 선수들이 뛰고있지만 피겨하면 연아입니다♡,0,없음
145,만두5K,비록금메달이 아니지만 은메달이기에 우리에게 더욱 오래 아름답게 기억될겁니다,0,없음
146,ㅇㅇ,이때 메달의 가치 금메달: 노란 황금 똥 은메달: 다이아몬드 동메달: 동메달,897,없음
147,튀긴붕어빵,러시아라는 나라의 천박한 수준을 전세계에 보기 좋게 광고했던 올림픽...,208,없음
148,ᄏᄋ,무슨일이있든 김연아 선수는 세계에서 제일 최강이다 .,3,없음
149,지니,전 아직도 2014  경기를 못봅니다 눈물이 나서요ㅜㅜ,1,없음
150,Zero-Arc Province,"아무리 비유적인 표현이라도 ""금메달보다 값진 은메달"" 이런 표현 별로 안 좋아하는데 이거야말로 ""금메달보다 값진 은메달""인 상황",31,없음
151,니니TV,앞에 쿼드따위 붙지않아도 아름다운 김연아의 연기 진짜 대단해!!!,0,없음
152,곰돌이푸,다시는 저런일 없기를 바랍니다 ㅠㅠ.  점점더 대한민국의 위상이 높아지는중이니,1,없음
153,나유,정말 안타까운 ......  ㅠㅠㅠㅠㅠㅠ,9,없음
154,영도리,이때 연아선수 우는순간 마음 찢어짐 진심…,0,없음
155,Haho,다시봐도 속상하다 진짜 ㅠㅠ 전무후무한 기록을 남길 수 있었는데 자신의 실수도 아닌 심판 매수로 인한 2등이라니,0,없음
156,Hobby Sakuga,에효... 안타까운 순간.. 우리나라 국민이라서라기 보단 .. 아니 뭐 전혀 아니라고는 할 수 없지만 그래도 다른 나라 해서러까지 저렇게 말할 정도였으니 너무 안타까운 일이지..ㅠㅠ  그나저나 손뭐시기는 유튜브광고 짜증날 정도로 쏟아져나오네...,2,없음
157,송하나라,시간이 흐른 뒤라도 찾아왔으면 하는 금메달,3,없음
158,귀신,"김연아는 역사상 가장 위대한 은메달을 가졌고, 소트니코바는 역사상 가장 명예가 없는 금메달을 가졌다.",4,없음
159,kkojang mini꼬장민이,다이아메달을 주고싶지만 금메달 밖에 없으니 그나마 비슷한 은메달을 준거 같네요. 김연아 선수를 담기엔 금메달로는 부족한 거 같아요.,102,없음
160,인삼,정말 김연아 연기 새벽에 일어나서 실시간으로 처음부터 끝까지 보면서 이건 금메달이라고 이게 금메달이 아닐 수 가 없다고 정말 너무 전부 완벽해서 감동받고 있었는데 결과가 은메달이래서 이때 새벽에 너무 화났었음ㅜㅠㅋㅋㅋ,1,없음
161,랄라룰루,소트니코바는 저이후로 본적이없다 러시아란 저런나라임 선수들 약처먹이고 그저 금메달만들려는,3.1천,없음
162,현이,와근데 앞에 엄청난 멘트와 비유로 김연아 극찬하는거 봐도 눈물난다... 얼마나 완벽함을 표현할 길이없었는지 느껴짐..,3,없음
163,손,언니 진짜 멋져 내가 태어나서 본 사람들중에 우리엄마 빼고 가장 멋져 세상에서 제일 멋져 사랑해언니 ㅠㅠㅠㅠㅠㅠㅠㅠ멋져ㅜㅠㅠ,0,없음
164,지도윤,결국 2022년에 소트니코바 사건 시즌2가 발생했다,13,없음
165,이명성,시간지날수록 김연아 선수 메이크업도 세련되게 발전하네요^^김연아선수 넘 이뻐요,186,없음
166,-1 VEN,"저 상황을 모르는 사람들을 위해서 적어두는 건데, 사실 저 당시에 기자들 해설자들 언론사들 사이에서 말이 돌았었던게 있는데, 저 당시에 러시아가 심시위원을 매수해서 점수를 조작할 것이라는 의견이 절대 다수였었습니다. ",3,없음
167,터진찐빵,"러시아가 아무리 그래봤자 전세계 모두가 김연아는 완벽했었고, 여왕으로써 마지막을 장식했다는걸 알고있다 수치들아",208,없음
168,아이엠그루브,갓연아님 누가 뭘해도 세상은 당신이 최고라는걸 알고있어요 사랑해요 ㅠㅠㅠㅠㅠㅠ❤️❤️❤️❤️❤️,0,없음
169,ᄋᄋ,저 메달의 색이 금이 아니더라도 이미 이경기를 본 모든사람 마음속에서는 영원한 금임.....,0,없음
170,김형중,"물론 금을 받았어야 하며, 그런게 당연하지만.. 이런 상황이 더 김연아를 빛나게 하는.. 피눈물이 나지만.. 제 입술은 미소를 짓고 있습니다. : )",1,없음
171,HappyKorea,예쁜김연아는 우리의 역사며 영웅입니다!💃,5,없음
172,튜튜튜튜튜,해설자분이 사람이 됐네 참된 해설이여,0,없음
173,kankong,2019년 4월인데 하.. 방금 금메달 영상보고 감동하고 와서 또 가슴 답답하고 화난다ㅡㅡ,19,없음
174,나나,진짜 고귀하다. 우리김연아선수.,8,없음
175,j k,정말 금메달따는 순간의 기쁨은 누구에게나 있지만 연아때가 정말 최고였지   은메달 우습지 그냥 금메달♡♡이야 세계가 인정하지,0,없음
176,리오,2년이나 지났지만 다시 볼때마다 분노가 차오른다,1,없음
177,약오르지메롱,이정도로 다른나라 사람들도 김연아를 인정해주고 분노했으니 김연아도 이젠 마음 풀렸겠지? 오히려 은메달을 받아서 슬프지만 더욱 아름다웠던 경기였음,14,없음
178,이창현,모든 상황을 제외하고도 진짜 피겨스케이팅 좋아하는 사람이라면 화낼만 하죠.. 실수도 없고 완벽했는데 2등이라뇨 올림픽 피겨스케이팅 역사상 가장 아름다웠다고 해도 과언이 아닌데...,3,없음
179,짐승친구들,저 때 이후로 피겨 안봄 더러운 피겨계 편파판정 하루이틀도 아니였지만 올림픽에서 까지 저러니 정떨어짐 지금 봐봐 점수 퍼주기로 대충 아무나 200점 다 넘음 ㅋㅋ,334,없음
180,은진,진짜 눈물난다 금메달 너네 가져라 진정한 챔피언은 김연아다,1,없음
181,KM L,스포츠는 둘째치고 이게바로 정치라고 합니다. 러시아가 아이스하키에서 형편없게 져서 국제연맹에서 그대신 위로상으로 금메달을 선물했다할까? 그게 바로 한국이 세계정치에 아무힘이 없다는 뜻이에요.,399,없음
182,성이름,우리 연아 ㅜㅠ 얼마나  서럽고 억울햇을까...ㅠㅠ,0,없음
183,trebien,근데 져도 클라스차이 진짜 존나 멋있다 우월감이 온 공간을 다 지배했네,0,없음
184,7월,이탈리아해설 숨넘어가겠닼ㅋㅋㅋ,3,없음
185,Shootingstar k,지금 봐도 눈물이 나네. 음악은 처절하게 슬프네. 이미 비극을 예감한것 처럼,1,없음
186,이리오너라,몇년이 지나서 봐도 말이안된다,1,없음
187,이요르,역대 동계올림픽을 통틀어서 최악의 조작이지..,387,없음
188,k1ngazir,러시아포함 누구나 인정하는 세계최고에 피겨스케이팅 선수.... 금메달이 아닌 은메달을 준다는 것을 생중계로 볼때 어린아이였던 내가 처음으로 시발이란 단어가 나왔었다...  머야 조아요 왤케마너,1.6천,없음
189,뉼장군,저때 너무 분해서 잠이 안왔는데 몇년이나 지나서 지금 봐도 숨이 콱막히고 열불통 터지는데.. 저걸 연아는 어떻게 견뎠을까? 정말 강철멘탈 김연아👍,0,없음
190,Against All Odds,금메달을 도둑질 당했지만 그것때문에 진짜 피겨여제의 자리는 영원함... 전세계가 인정하게 되어 버림 특히 전문가들이...,3,없음
191,히이,우리나라 단점 :진짜 별의별일 다 일어나고 안좋은일 ㅈㄴ만이 일어남  우리나라 장점:그와중에 다 이겨내고 잘 성장함,1,없음
192,monica kim,지금도 화나고 속상하다. 러시아와 중국 일본 북한은 정말 꼴보기 싫다. 사라졌야 할 국가 아닌 국가,3,없음
193,인팁은사이코아니야,끝까지 기억하고 기억하라 ‘김연아’의 능력과 역사함을 올림픽을 더럽힌 ‘저것’들의 만행을,3,없음
194,Jon Healer,I happened to see this video while I was watching YouTube. I'm so angry. It just took away the legend of two consecutive Olympic gold medals in history. When will we be able to meet this kind of player again? I'm sure this Italian broadcaster feels the same way.,15,없음
195,Julie Choi,이 해설자님 최소 김연아님 팬인듯 ㅋㅋ큐ㅠ 하긴 어떻게 연아 언니 팬이 아닐 수 있겠어... 이렇게 완벽하신데...,0,없음
196,A R I R A N G,이럴때 많이느낀다 일단 나라는 강해야된다 국격도 높아야되고 인지도또한 높아야한다 한국하면 외국인은 작고 힘없는 가난한나라를 떠올린다 ,4,없음
197,GJ Lms,연아 우는 거 보니 내 맘찢ㅠㅠ 2020년 지금 봐도 분하네요!  하지만 우리 맘 속에 영원한 금메달리스트 연느님!^^,0,없음
198,Cat Humanised,"아 진짜 저때 아직도 기억난다 생방 보다가 진짜 화나가지고 티비 부실뻔했는데 ,,",1,없음
199,성이름,"김연아의 시니어시절 프로그렘중 가장 완성된게 아디오스 노니노임.. 레미제라블은 당시 김연아의 상황과 합쳐져 감동적이었지만 피겨의 정점이라고 할수있는건 노니노임 저런 수준의  프로그렘은 따라할수 있는 사람이 영영 나오지도 못할수있을정도인데 하필 무대가 소치라서 나쁜빙질+점프할때 소리지르는 러시아남자까지 추가됐고, 이는 최고의 난이도에 자체 하드모드를 더해서 퍼펙트 클리어를 한격임..",4,없음
200,시간을 거슬러༚✿,메달색깔은 중요하지 않아요 이미 그녀는 우리의 마음속에 영웅이며 ‘김연아’ 당신은 최고 입니다 👍👍👍,1,없음
201,7냥이아빠,전세계가 다 아는 불편한 진실이지 금메달강탈사건.,144,없음
202,통통붕어우주선,멋지다 연아. 나는 메달보다 연아의 그 휘몰아치듯이 감정 넣으면서하는 팔과 어깨 그 모든동작들이. 너무 멋있고 물결같아서 참 좋았어 연아경기할때 실시간으로볼때 그 처음 죽음의무도 봤을때랑 only hope.노래..속에서 그모습을 처음 접했을때 진짜 충격이였지 새로운 세계 분야 놀라운걸 처음접했을때 그 기분은 잊지못하지,0,없음
203,ᄋ.,진짜 보통의 선수라면은 화가 날건데 특히 연느는 더 화가 나도 모두가 동의하고 이해해줄건데 무슨...연느가 진정한 여왕님이다 저렇게 억울한 상황에서도 품위를 잃지 않는 연느는 여왕이고 챔피언이다...연느님 존경합니다,2,없음
204,GM H,"이때, 러시아는 금메달을 좋아했고 세계는 김연아를 좋아했다",1,없음
205,페기구나,다시봐도 슬픈ㅜㅜ,1,없음
206,사자씨,냬인생 37년살면서 정말로 연아킴은 스포츠 종복최고의 여성으로서 최고였다.,1,없음
207,Fun Day • KOREA,2019년에도 봅니다.. 연느 ♥ 2020년에도 봅니다.. 연느 ❤,352,없음
208,houney jam,은메달을 얻게 되서 가슴아프지만 그래서 더욱 팬들의 가슴속에 오랫동안 남는 연아퀸이 되었쥬  그냥 금메달이었다면 지금보다 더 아끼는 마음이 약간은 적었을지도 모르겠네요 ㅎㅎ ,0,없음
209,규연,소트니코바랑 심판 껴안는 장면이랑 연아선수 우는 장면이랑 대조되서 가슴 아픔...,0,없음
210,양주,역사는 결과를 중요시 하지만 전체적인 커리어와 역대선수를 논할때 이미 최고의 반열에 김연아만 올랐기 때문에 충분히 빼앗긴 금메달로 남을거임.,2,없음
211,如之何,실력이 말해준다!! 김연아는 스포츠 종목 불문 역대 최강자다 라이벌이 없는 유일한 선수!,22,없음
212,Ryan Jack,이렇게 해서 그녀는 레전드가 된겁니다. 영웅에게 시련은 양념인거죠. 누가 봐도 금메달을 뺏어서 준거니 영원이 이야기가 전해 질겁니다.,75,없음
213,수학바라기,알 수 없는 유튜브 알고리즘  이 나를 여기로 이끌었다,4,없음
214,dm,"내가 뭐 한것도 아닌데, 벅차오르냐..! 감사합니다 연아킴..! 한국의 자랑 ㅎ",0,없음
215,데이비드춘식,나라가 힘이없어서 당신의 금메달을 지키지못했습니다만약 당신이 미국인이였다면 이런 어이없는일은 일어나지 않았을겁니다그럼에도 불구하고 나라를 사랑해줘서 고맙습니다...,0,없음
216,Kyu,2021년 나이 50에 또 시청 하네요...사연 많은 은메달이였기에 흔한? 금메달 보다 소중했습니다.  이를 대하는 김연아 선수의 흐트러지지 않는 표정과 자세....한 참 어리지만 존경 합니다.,2,없음
217,Hyo&Gigi 효앤지지,와.... 2020에 다시봐도 진짜 열받네.. 김연아선수 우는거 보니까 내가 미안해서 찡해지네.,0,없음
218,박건영,"22년 평생 욕쓰시는걸 못보고 엄청나게 차분한 어머니와 소치 생중계를 보던 중 김연아 선수 연기가 끝나고 어머니와 저는 진짜 박수를 치며 너무 잘했다고 기뻐했습니다    김연아 선수가 앉아서 점수를 기다리다가 점수가 공개되고 어머니 입에서 ""저런 시× 도둑노메 새끼들"" 라는 말씀을 하셨죠",1,없음
219,맑꾸리,시간이 지날수록 더 명확해짐 김연아는 여전히 레전드로 기억하고 형광나방은 형광나방으로 남았을뿐..이름도 기억잘안남,76,없음
220,백도담,김연아  당신이 금메달이에요 사랑합니다♥,0,없음
221,raina S,"아 어쨌든 김연아는 2관왕임,,, 피겨 퀸이란말이다!",14,없음
222,주기철,대한민국에서 최고로 존경하는합니다 몇년이 지나 영상을봐도 정말 성질나고 눈물나네요 세계가 인정하고 제마음속에 최고에 일등입니다 감사합니다 동시대에 ,0,없음
223,R3타는토끼,영원한 연아퀸,0,없음
224,Camille Claudel,"아디오스 진짜 어려운 프로그램이었고 세계신기록도 나올 수 있을만큼 4년 동안 성장했고 완벽하게 클린이었는데,, 금메달 뺏긴 것 때문에 맘 아파서 잘 찾아보지도 못하겠고 그 가치만큼 평가받지 못하는 것 같아서 열받음",1,없음
225,강토,"항상, 연아양 에게 감사의 감동을 받아요.",2,없음
226,케라,공적으론 러시아 선수의 금메달이겠지만 사람들은 단한번도 조작된 기록을 가지고 금메달을 딴 선수를 생각한적없죠.. 김연아의 것일뿐,1,없음
